ville,pays,region,geonameid
Bānswāda,India,Telangana,1277216
Asifābād,India,Telangana,1278282
Andol,India,Telangana,1278621
Ādilābād,India,Telangana,1279344
Singāpur,India,Telangana,1445156
Ghatkesar,India,Telangana,1445378
Bellampalli,India,Telangana,7302806
Gaddi Annaram,India,Telangana,7302810
Dasnapur,India,Telangana,7302812
Lal Bahadur Nagar,India,Telangana,7302826
Malkajgiri,India,Telangana,7302828
Mandamarri,India,Telangana,7302829
Kyathampalle,India,Telangana,7302832
Manuguru,India,Telangana,7302836
Quthbullapur,India,Telangana,7302845
Palwancha,India,Telangana,7302847
Sathupalli,India,Telangana,7302851
Serilingampalle,India,Telangana,7302856
Ramagundam,India,Telangana,8347656
Mulugu,India,Telangana,12165955
Zimnicea,Romania,Teleorman,662187
Turnu Măgurele,Romania,Teleorman,664437
Roșiorii de Vede,Romania,Teleorman,668605
Alexandria,Romania,Teleorman,686502
Telsiai,Lithuania,Telsiai,593926
Plunge,Lithuania,Telsiai,595689
Mazeikiai,Lithuania,Telsiai,597188
Cordova,United States,Tennessee,4050552
Bartlett,United States,Tennessee,4604183
Brentwood,United States,Tennessee,4608408
Brentwood Estates,United States,Tennessee,4608418
Bristol,United States,Tennessee,4608657
Chattanooga,United States,Tennessee,4612862
Clarksville,United States,Tennessee,4613868
Cleveland,United States,Tennessee,4614088
Collierville,United States,Tennessee,4614748
Columbia,United States,Tennessee,4614867
Cookeville,United States,Tennessee,4615145
Dickson,United States,Tennessee,4618057
Dyersburg,United States,Tennessee,4619800
East Brainerd,United States,Tennessee,4619943
East Chattanooga,United States,Tennessee,4619947
East Ridge,United States,Tennessee,4620131
Ellendale,United States,Tennessee,4620732
Farragut,United States,Tennessee,4621846
Franklin,United States,Tennessee,4623560
Gallatin,United States,Tennessee,4624180
Germantown,United States,Tennessee,4624601
Goodlettsville,United States,Tennessee,4625282
Greeneville,United States,Tennessee,4626334
Hendersonville,United States,Tennessee,4628735
Hermitage,United States,Tennessee,4628929
Jackson,United States,Tennessee,4632595
Johnson City,United States,Tennessee,4633419
Kingsport,United States,Tennessee,4634662
Knoxville,United States,Tennessee,4634946
La Vergne,United States,Tennessee,4635031
Lebanon,United States,Tennessee,4636045
Maryville,United States,Tennessee,4639848
Memphis,United States,Tennessee,4641239
Morristown,United States,Tennessee,4642938
Mount Juliet,United States,Tennessee,4643336
Murfreesboro,United States,Tennessee,4644312
Nashville,United States,Tennessee,4644585
New South Memphis,United States,Tennessee,4645421
Oak Ridge,United States,Tennessee,4646571
Sevierville,United States,Tennessee,4656585
Shelbyville,United States,Tennessee,4657077
Smyrna,United States,Tennessee,4658590
Spring Hill,United States,Tennessee,4659446
Springfield,United States,Tennessee,4659557
Tullahoma,United States,Tennessee,4663494
Cukai,Malaysia,Terengganu,1732945
Paka,Malaysia,Terengganu,1734313
Kertih,Malaysia,Terengganu,1734316
Kuala Terengganu,Malaysia,Terengganu,1734705
Marang,Malaysia,Terengganu,1734715
Ternopil,Ukraine,Ternopil,691650
Kremenets,Ukraine,Ternopil,704143
Chortkiv,Ukraine,Ternopil,710400
Berezhany,Ukraine,Ternopil,712374
Tete,Mozambique,Tete,1026014
Tetovo,North Macedonia,Tetovo,785082
Abilene,United States,Texas,4669635
Addison,United States,Texas,4669828
Alamo,United States,Texas,4670074
Aldine,United States,Texas,4670146
Alice,United States,Texas,4670234
Alief,United States,Texas,4670249
Allen,United States,Texas,4670300
Alton,United States,Texas,4670555
Alvin,United States,Texas,4670592
Angleton,United States,Texas,4670866
Arlington,United States,Texas,4671240
Atascocita,United States,Texas,4671524
Austin,United States,Texas,4671654
Balch Springs,United States,Texas,4672059
Baytown,United States,Texas,4672731
Beaumont,United States,Texas,4672989
Bedford,United States,Texas,4673094
Bellaire,United States,Texas,4673353
Belton,United States,Texas,4673425
Benbrook,United States,Texas,4673482
Brenham,United States,Texas,4676206
Brownsville,United States,Texas,4676740
Brownwood,United States,Texas,4676798
Brushy Creek,United States,Texas,4676920
Bryan,United States,Texas,4677008
Burleson,United States,Texas,4677551
Canyon Lake,United States,Texas,4678901
Carrollton,United States,Texas,4679195
Cedar Hill,United States,Texas,4679803
Cedar Park,United States,Texas,4679867
Channelview,United States,Texas,4680388
Cibolo,United States,Texas,4681462
Cinco Ranch,United States,Texas,4681485
Cleburne,United States,Texas,4681976
Cloverleaf,United States,Texas,4682127
College Station,United States,Texas,4682464
Colleyville,United States,Texas,4682478
Conroe,United States,Texas,4682991
Converse,United States,Texas,4683021
Coppell,United States,Texas,4683217
Copperas Cove,United States,Texas,4683244
Corinth,United States,Texas,4683317
Corpus Christi,United States,Texas,4683416
Corsicana,United States,Texas,4683462
Cypress,United States,Texas,4684724
Dallas,United States,Texas,4684888
DeSoto,United States,Texas,4685524
Deer Park,United States,Texas,4685737
Denison,United States,Texas,4685892
Denton,United States,Texas,4685907
Dickinson,United States,Texas,4686163
Donna,United States,Texas,4686593
Duncanville,United States,Texas,4687331
Edinburg,United States,Texas,4688275
Ennis,United States,Texas,4689311
Euless,United States,Texas,4689550
Farmers Branch,United States,Texas,4690198
Flower Mound,United States,Texas,4691585
Forney,United States,Texas,4691833
Fort Worth,United States,Texas,4691930
Fresno,United States,Texas,4692400
Friendswood,United States,Texas,4692521
Frisco,United States,Texas,4692559
Gainesville,United States,Texas,4692746
Galveston,United States,Texas,4692883
Garland,United States,Texas,4693003
Gatesville,United States,Texas,4693150
Georgetown,United States,Texas,4693342
Grand Prairie,United States,Texas,4694482
Grapevine,United States,Texas,4694568
Greenville,United States,Texas,4695066
Groves,United States,Texas,4695317
Haltom City,United States,Texas,4695912
Harker Heights,United States,Texas,4696202
Harlingen,United States,Texas,4696233
Highland Village,United States,Texas,4697645
Houston,United States,Texas,4699066
Humble,United States,Texas,4699442
Huntsville,United States,Texas,4699540
Hurst,United States,Texas,4699575
Hutto,United States,Texas,4699626
Irving,United States,Texas,4700168
Jollyville,United States,Texas,4701458
Katy,United States,Texas,4702732
Keller,United States,Texas,4702828
Kerrville,United States,Texas,4703078
Killeen,United States,Texas,4703223
Kingsville,United States,Texas,4703384
Kyle,United States,Texas,4703811
La Marque,United States,Texas,4704027
La Porte,United States,Texas,4704108
Lake Jackson,United States,Texas,4704628
Lancaster,United States,Texas,4705191
Laredo,United States,Texas,4705349
League City,United States,Texas,4705692
Leander,United States,Texas,4705708
Lewisville,United States,Texas,4706057
Little Elm,United States,Texas,4706736
Live Oak,United States,Texas,4707055
Longview,United States,Texas,4707814
Lufkin,United States,Texas,4708308
Mansfield,United States,Texas,4709013
Marshall,United States,Texas,4709272
McAllen,United States,Texas,4709796
McKinney,United States,Texas,4710178
Mercedes,United States,Texas,4710749
Mesquite,United States,Texas,4710826
Midlothian,United States,Texas,4711156
Mission,United States,Texas,4711725
Mission Bend,United States,Texas,4711729
Missouri City,United States,Texas,4711801
Mount Pleasant,United States,Texas,4712933
Murphy,United States,Texas,4713507
Nacogdoches,United States,Texas,4713735
Nederland,United States,Texas,4713932
New Braunfels,United States,Texas,4714131
New Territory,United States,Texas,4714582
North Richland Hills,United States,Texas,4715292
Orange,United States,Texas,4716805
Palestine,United States,Texas,4717232
Paris,United States,Texas,4717560
Pasadena,United States,Texas,4717782
Pearland,United States,Texas,4718097
Pecan Grove,United States,Texas,4718209
Pflugerville,United States,Texas,4718711
Pharr,United States,Texas,4718721
Plano,United States,Texas,4719457
Port Arthur,United States,Texas,4720039
Portland,United States,Texas,4720131
Prosper,United States,Texas,4720833
Richardson,United States,Texas,4722625
Rockwall,United States,Texas,4723406
Rosenberg,United States,Texas,4723914
Round Rock,United States,Texas,4724129
Rowlett,United States,Texas,4724194
Sachse,United States,Texas,4724564
Saginaw,United States,Texas,4724642
San Antonio,United States,Texas,4726206
San Benito,United States,Texas,4726290
San Juan,United States,Texas,4726440
San Marcos,United States,Texas,4726491
Schertz,United States,Texas,4727326
Seagoville,United States,Texas,4727605
Seguin,United States,Texas,4727756
Sherman,United States,Texas,4728328
South Houston,United States,Texas,4733042
Southlake,United States,Texas,4733313
Spring,United States,Texas,4733624
Stafford,United States,Texas,4734005
Stephenville,United States,Texas,4734350
Sugar Land,United States,Texas,4734825
Sulphur Springs,United States,Texas,4734909
Taylor,United States,Texas,4735702
Temple,United States,Texas,4735966
Terrell,United States,Texas,4736028
Texarkana,United States,Texas,4736096
Texas City,United States,Texas,4736134
The Colony,United States,Texas,4736388
The Woodlands,United States,Texas,4736476
Tyler,United States,Texas,4738214
Universal City,United States,Texas,4738574
University Park,United States,Texas,4738606
Uvalde,United States,Texas,4738721
Victoria,United States,Texas,4739157
Waco,United States,Texas,4739526
Watauga,United States,Texas,4740214
Waxahachie,United States,Texas,4740328
Weatherford,United States,Texas,4740364
Weslaco,United States,Texas,4740629
West University Place,United States,Texas,4741100
White Settlement,United States,Texas,4741616
Wichita Falls,United States,Texas,4741752
Wylie,United States,Texas,4743275
Bay City,United States,Texas,4829307
Amarillo,United States,Texas,5516233
Big Spring,United States,Texas,5517061
Del Rio,United States,Texas,5520076
Dumas,United States,Texas,5520552
Eagle Pass,United States,Texas,5520677
El Paso,United States,Texas,5520993
Hereford,United States,Texas,5523074
Horizon City,United States,Texas,5523369
Lubbock,United States,Texas,5525577
Midland,United States,Texas,5526337
Odessa,United States,Texas,5527554
Pampa,United States,Texas,5527953
Plainview,United States,Texas,5528450
San Angelo,United States,Texas,5530022
Socorro,United States,Texas,5530932
Socorro Mission Number 1 Colonia,United States,Texas,5530937
West Odessa,United States,Texas,5533366
Fort Hood,United States,Texas,7261291
Thaba-Tseka,Lesotho,Thaba-Tseka,1106835
Thanh Hóa,Vietnam,Thanh Hóa,1566166
Bỉm Sơn,Vietnam,Thanh Hóa,1587919
Tolentino,Italy,The Marches,3165595
Senigallia,Italy,The Marches,3166740
San Benedetto del Tronto,Italy,The Marches,3168550
Porto SantElpidio,Italy,The Marches,3170072
Porto San Giorgio,Italy,The Marches,3170073
Civitanova Marche,Italy,The Marches,3170102
Pesaro,Italy,The Marches,3171173
Osimo,Italy,The Marches,3171848
Macerata,Italy,The Marches,3174380
Jesi,Italy,The Marches,3175628
Fermo,Italy,The Marches,3177099
Fano,Italy,The Marches,3177219
Falconara Marittima,Italy,The Marches,3177250
Fabriano,Italy,The Marches,3177315
Ascoli Piceno,Italy,The Marches,3182749
Ancona,Italy,The Marches,3183089
The Valley,Anguilla,The Valley,3573374
Volos,Greece,Thessaly,251833
Tríkala,Greece,Thessaly,252664
Lárisa,Greece,Thessaly,258576
Kardítsa,Greece,Thessaly,260989
Néa Ionía,Greece,Thessaly,9034728
Thimphu,Bhutan,Thimphu District,1252416
Thiès Nones,Senegal,Thiès,2244799
Thiès,Senegal,Thiès,2244802
Pout,Senegal,Thiès,2246606
Nguékhokh,Senegal,Thiès,2247381
Mékhé,Senegal,Thiès,2248409
Kayar,Senegal,Thiès,2250677
Joal-Fadiout,Senegal,Thiès,2251084
Kreuzlingen,Switzerland,Thurgau,2660108
Frauenfeld,Switzerland,Thurgau,2660727
Weimar,Germany,Thuringia,2812482
Suhl,Germany,Thuringia,2824948
Sonneberg,Germany,Thuringia,2831250
Sondershausen,Germany,Thuringia,2831276
Sömmerda,Germany,Thuringia,2831403
Schmalkalden,Germany,Thuringia,2838059
Saalfeld,Germany,Thuringia,2842688
Rudolstadt,Germany,Thuringia,2843355
Nordhausen,Germany,Thuringia,2861982
Mühlhausen,Germany,Thuringia,2867996
Meiningen,Germany,Thuringia,2872225
Jena,Germany,Thuringia,2895044
Ilmenau,Germany,Thuringia,2896514
Heilbad Heiligenstadt,Germany,Thuringia,2907545
Greiz,Germany,Thuringia,2917737
Gotha,Germany,Thuringia,2918752
Gera,Germany,Thuringia,2921232
Erfurt,Germany,Thuringia,2929670
Eisenach,Germany,Thuringia,2931574
Bad Salzungen,Germany,Thuringia,2953357
Bad Langensalza,Germany,Thuringia,2953413
Arnstadt,Germany,Thuringia,2955439
Apolda,Germany,Thuringia,2955770
Altenburg,Germany,Thuringia,2957773
Thái Bình,Vietnam,Thái Bình,1566346
Thái Nguyên,Vietnam,Thái Nguyên,1566319
Huế,Vietnam,Thừa Thiên-Huế,1580240
Yangliuqing,China,Tianjin,1787437
Yangcun,China,Tianjin,1787646
Xianshuigu,China,Tianjin,1790379
Tianjin,China,Tianjin,1792947
Tanggu,China,Tianjin,1793424
Hangu,China,Tianjin,1808931
Tiaret,Algeria,Tiaret,2476897
Sougueur,Algeria,Tiaret,2479247
Mehdia daira de meghila,Algeria,Tiaret,2488616
Ksar Chellala,Algeria,Tiaret,2491335
Frenda,Algeria,Tiaret,2496232
’Aïn Deheb,Algeria,Tiaret,2508225
Rikaze,China,Tibet,1279715
Qamdo,China,Tibet,1280281
Nagqu,China,Tibet,1280517
Lhasa,China,Tibet,1280737
Dêqên,China,Tibet,1281368
Lugano,Switzerland,Ticino,2659836
Bellinzona,Switzerland,Ticino,2661567
Ushuaia,Argentina,Tierra del Fuego,3833367
Río Grande,Argentina,Tierra del Fuego,3838854
Mekele,Ethiopia,Tigray,331180
Maych’ew,Ethiopia,Tigray,331416
Korem,Ethiopia,Tigray,332746
Inda Silasē,Ethiopia,Tigray,334227
Axum,Ethiopia,Tigray,344420
Ādīgrat,Ethiopia,Tigray,345149
Tillabéri,Niger,Tillabéri,2438678
Téra,Niger,Tillabéri,2438855
Ayorou,Niger,Tillabéri,2447416
Timimoun,Algeria,Timimoun,2476403
Timişoara,Romania,Timiș,665087
Lugoj,Romania,Timiș,674531
Tindouf,Algeria,Tindouf,2476301
Tipaza,Algeria,Tipaza,2476028
Kolea,Algeria,Tipaza,2491578
Hadjout,Algeria,Tipaza,2494962
Bou Ismaïl,Algeria,Tipaza,2502939
Tirana,Albania,Tirana,3183875
Kavajë,Albania,Tirana,3185211
Zouerate,Mauritania,Tiris Zemmour,2375558
Tissemsilt,Algeria,Tissemsilt,2475860
Theniet el Had,Algeria,Tissemsilt,2476915
Lardjem,Algeria,Tissemsilt,2479203
Tizi Rached,Algeria,Tizi Ouzou,2475740
Tizi Ouzou,Algeria,Tizi Ouzou,2475744
Tizi-n-Tleta,Algeria,Tizi Ouzou,2475752
Tizi Gheniff,Algeria,Tizi Ouzou,2475764
Tirmitine,Algeria,Tizi Ouzou,2475921
Timizart,Algeria,Tizi Ouzou,2476396
Tadmaït,Algeria,Tizi Ouzou,2478831
Mekla,Algeria,Tizi Ouzou,2488500
Makouda,Algeria,Tizi Ouzou,2490297
L’Arbaa Naït Irathen,Algeria,Tizi Ouzou,2491042
Freha,Algeria,Tizi Ouzou,2496241
Draa el Mizan,Algeria,Tizi Ouzou,2499104
Draa Ben Khedda,Algeria,Tizi Ouzou,2499116
Boudjima,Algeria,Tizi Ouzou,2503237
Boghni,Algeria,Tizi Ouzou,2503755
Beni Douala,Algeria,Tizi Ouzou,2504703
Azazga,Algeria,Tizi Ouzou,2506043
Arhribs,Algeria,Tizi Ouzou,2506519
’Aïn el Hammam,Algeria,Tizi Ouzou,2508152
Mỹ Tho,Vietnam,Tiền Giang,1574023
Gò Công,Vietnam,Tiền Giang,1581529
Tetla,Mexico,Tlaxcala,3516919
Santa Ana Chiautempan,Mexico,Tlaxcala,3517742
Teolocholco,Mexico,Tlaxcala,3518475
Contla,Mexico,Tlaxcala,3530276
Calpulalpan,Mexico,Tlaxcala,3531784
Apizaco,Mexico,Tlaxcala,3532792
Huamantla,Mexico,Tlaxcala,3815324
La Magdalena Tlaltelulco,Mexico,Tlaxcala,3815375
Zacatelco,Mexico,Tlaxcala,3815392
Tlaxcala,Mexico,Tlaxcala,3815415
Papalotla,Mexico,Tlaxcala,3815447
Villa Vicente Guerrero,Mexico,Tlaxcala,3815453
Tlemcen,Algeria,Tlemcen,2475687
Sidi Abdelli,Algeria,Tlemcen,2481389
Sebdou,Algeria,Tlemcen,2482211
Remchi,Algeria,Tlemcen,2483649
Ouled Mimoun,Algeria,Tlemcen,2484846
Nedroma,Algeria,Tlemcen,2486284
Mansoûra,Algeria,Tlemcen,2490183
Hennaya,Algeria,Tlemcen,2493918
Chetouane,Algeria,Tlemcen,2501362
Bensekrane,Algeria,Tlemcen,2504385
Beni Mester,Algeria,Tlemcen,2504616
Candelaria,Puerto Rico,Toa Baja,4563122
Levittown,Puerto Rico,Toa Baja,4566002
Scarborough,Trinidad and Tobago,Tobago,3573703
Miracema do Tocantins,Brazil,Tocantins,3394817
Araguaína,Brazil,Tocantins,3407357
Gurupi,Brazil,Tocantins,3461724
Palmas,Brazil,Tocantins,3474574
Yaita,Japan,Tochigi,1848776
Utsunomiya,Japan,Tochigi,1849053
Ujiie,Japan,Tochigi,1849367
Tochigi,Japan,Tochigi,1850311
Tanuma,Japan,Tochigi,1850630
Sano,Japan,Tochigi,1852964
Oyama,Japan,Tochigi,1853483
Nikkō,Japan,Tochigi,1855395
Mibu,Japan,Tochigi,1857379
Kanuma,Japan,Tochigi,1860098
Kaminokawa,Japan,Tochigi,1860458
Imaichi,Japan,Tochigi,1861699
Fujioka,Japan,Tochigi,1864098
Ashikaga,Japan,Tochigi,1865005
Ōtawara,Japan,Tochigi,2111325
Mooka,Japan,Tochigi,2111836
Mashiko,Japan,Tochigi,2111999
Kuroiso,Japan,Tochigi,2112077
Karasuyama,Japan,Tochigi,2112354
Nasushiobara,Japan,Tochigi,6822174
Shimotsuke,Japan,Tochigi,6822175
Sakura,Japan,Tochigi,11612337
Burao,Somalia,Togdheer,63795
Zile,Turkey,Tokat,737054
Turhal,Turkey,Tokat,738618
Tokat,Turkey,Tokat,738743
Niksar,Turkey,Tokat,741304
Erbaa,Turkey,Tokat,747489
Wakimachi,Japan,Tokushima,1848933
Tokushima,Japan,Tokushima,1850158
Narutochō-mitsuishi,Japan,Tokushima,1855580
Komatsushimachō,Japan,Tokushima,1858902
Kamojimachō-jōgejima,Japan,Tokushima,1860321
Ishii,Japan,Tokushima,1861400
Ikedachō,Japan,Tokushima,1861799
Anan,Japan,Tokushima,1865309
Urayasu,Japan,Tokyo,1849186
Tokyo,Japan,Tokyo,1850147
Nishi-Tokyo-shi,Japan,Tokyo,1850692
Tanashichō,Japan,Tokyo,1850693
Ōme,Japan,Tokyo,1854162
Musashino,Japan,Tokyo,1856367
Machida,Japan,Tokyo,1857871
Kokubunji,Japan,Tokyo,1858964
Kamirenjaku,Japan,Tokyo,1860437
Itsukaichi,Japan,Tokyo,1861261
Hino,Japan,Tokyo,1862599
Hachiōji,Japan,Tokyo,1863440
Chōfu,Japan,Tokyo,1864518
Fussa,Japan,Tokyo,1907148
Tama,Japan,Tokyo,6822129
Higashimurayama,Japan,Tokyo,7279570
Nakano,Japan,Tokyo,8715035
Hamura,Japan,Tokyo,11611629
Fuchū,Japan,Tokyo,11611632
Rovira,Colombia,Tolima,3670587
Rioblanco,Colombia,Tolima,3670764
Purificación,Colombia,Tolima,3671208
Planadas,Colombia,Tolima,3672077
Payandé,Colombia,Tolima,3672664
Padua,Colombia,Tolima,3673404
Natagaima,Colombia,Tolima,3674010
Melgar,Colombia,Tolima,3674885
San Sebastián de Mariquita,Colombia,Tolima,3675252
Líbano,Colombia,Tolima,3676604
Lérida,Colombia,Tolima,3676626
Ibagué,Colombia,Tolima,3680656
Honda,Colombia,Tolima,3680840
Guamo,Colombia,Tolima,3681563
Fresno,Colombia,Tolima,3682330
Flandes,Colombia,Tolima,3682458
Espinal,Colombia,Tolima,3682573
Chaparral,Colombia,Tolima,3686793
Anaime,Colombia,Tolima,3689952
Szekszárd,Hungary,Tolna,3044760
Paks,Hungary,Tolna,3046768
Dombóvár,Hungary,Tolna,3053590
Timbuktu,Mali,Tombouctou,2449067
Tomsk,Russia,Tomsk Oblast,1489425
Strezhevoy,Russia,Tomsk Oblast,1490796
Kolpashevo,Russia,Tomsk Oblast,1502862
Asino,Russia,Tomsk Oblast,1511309
Seversk,Russia,Tomsk Oblast,1538637
Nuku‘alofa,Tonga,Tongatapu,4032402
Zafar,Uzbekistan,Toshkent,1512287
Yangiyŭl,Uzbekistan,Toshkent,1512339
Yangiobod,Uzbekistan,Toshkent,1512372
Tŭytepa,Uzbekistan,Toshkent,1512524
Salor,Uzbekistan,Toshkent,1512934
Piskent,Uzbekistan,Toshkent,1512986
Parkent,Uzbekistan,Toshkent,1513017
Olmaliq,Uzbekistan,Toshkent,1513064
Ohangaron,Uzbekistan,Toshkent,1513072
Qibray,Uzbekistan,Toshkent,1513567
Iskandar,Uzbekistan,Toshkent,1513900
G‘azalkent,Uzbekistan,Toshkent,1513996
Chirchiq,Uzbekistan,Toshkent,1514210
Chinoz,Uzbekistan,Toshkent,1514215
Bo‘ka,Uzbekistan,Toshkent,1514330
Bekobod,Uzbekistan,Toshkent,1514402
Angren,Uzbekistan,Toshkent,1514581
Totonicapán,Guatemala,Totonicapán,3588258
San Francisco El Alto,Guatemala,Totonicapán,3590219
San Andrés Xecul,Guatemala,Totonicapán,3590520
Momostenango,Guatemala,Totonicapán,3592483
Yonago,Japan,Tottori,1848277
Tottori,Japan,Tottori,1849892
Sakaiminato,Japan,Tottori,1853174
Kurayoshi,Japan,Tottori,1858301
Touggourt,Algeria,Touggourt,2475475
Tebesbest,Algeria,Touggourt,2477462
Taïbet,Algeria,Touggourt,2478509
Megarine,Algeria,Touggourt,2488716
Tovuz,Azerbaijan,Tovuz,584821
Yatsuomachi-higashikumisaka,Japan,Toyama,1848447
Uozu,Japan,Toyama,1849237
Toyama,Japan,Toyama,1849876
Takaoka,Japan,Toyama,1851032
Nishishinminato,Japan,Toyama,1852385
Nyūzen,Japan,Toyama,1854868
Namerikawa,Japan,Toyama,1855694
Kamiichi,Japan,Toyama,1860563
Himimachi,Japan,Toyama,1862612
Fukumitsu,Japan,Toyama,1863973
Nanto-shi,Japan,Toyama,6694821
Nanto,Japan,Toyama,6822123
Kurobe-shi,Japan,Toyama,6822126
Tonami,Japan,Toyama,6822139
Himi,Japan,Toyama,11611221
Tozeur,Tunisia,Tozeur Governorate,2464648
Nefta,Tunisia,Tozeur Governorate,2468561
Yomra,Turkey,Trabzon,737421
Vakfıkebir,Turkey,Trabzon,738228
Trabzon,Turkey,Trabzon,738648
Sürmene,Turkey,Trabzon,739215
Of,Turkey,Trabzon,741240
Beşikdüzü,Turkey,Trabzon,750735
Arsin,Turkey,Trabzon,751838
Araklı,Turkey,Trabzon,751971
Akçaabat,Turkey,Trabzon,752627
Trang,Thailand,Trang,1150007
Huai Yot,Thailand,Trang,1153241
Kitale,Kenya,Trans Nzoia,191220
Vynohradiv,Ukraine,Transcarpathia,688746
Uzhgorod,Ukraine,Transcarpathia,690548
Svalyava,Ukraine,Transcarpathia,692129
Rakhiv,Ukraine,Transcarpathia,695859
Mukachevo,Ukraine,Transcarpathia,700646
Khust,Ukraine,Transcarpathia,706165
Berehove,Ukraine,Transcarpathia,712423
Tiraspol,Moldova,Transnistria,617239
Slobozia,Moldova,Transnistria,617381
Rîbniţa,Moldova,Transnistria,617486
Dubăsari,Moldova,Transnistria,618365
Tékane,Mauritania,Trarza,2376189
Rosso,Mauritania,Trarza,2376898
Trat,Thailand,Trat,1605279
Trbovlje,Slovenia,Trbovlje,3188915
Treinta y Tres,Uruguay,Treinta y Tres Department,3439781
Trento,Italy,Trentino-Alto Adige,3165243
Rovereto,Italy,Trentino-Alto Adige,3168854
Riva del Garda,Italy,Trentino-Alto Adige,3169272
Merano,Italy,Trentino-Alto Adige,3173577
Bressanone,Italy,Trentino-Alto Adige,3181550
Bolzano,Italy,Trentino-Alto Adige,3181913
Trenčín,Slovakia,Trenčiansky kraj,3057140
Púchov,Slovakia,Trenčiansky kraj,3057963
Prievidza,Slovakia,Trenčiansky kraj,3058000
Považská Bystrica,Slovakia,Trenčiansky kraj,3058060
Partizánske,Slovakia,Trenčiansky kraj,3058268
Nové Mesto nad Váhom,Slovakia,Trenčiansky kraj,3058477
Handlová,Slovakia,Trenčiansky kraj,3060139
Dubnica nad Váhom,Slovakia,Trenčiansky kraj,3060346
Bánovce nad Bebravou,Slovakia,Trenčiansky kraj,3061188
Tripoli,Libya,Tripoli,2210247
Tājūrā’,Libya,Tripoli,2210394
Udaipur,India,Tripura,1253987
Khowai,India,Tripura,1266649
Kailāshahar,India,Tripura,1268622
Dharmanagar,India,Tripura,1272852
Belonia,India,Tripura,1276502
Barjala,India,Tripura,1276938
Agartala,India,Tripura,1279290
Trnava,Slovakia,Trnava,3057124
Skalica,Slovakia,Trnava,3057630
Senica,Slovakia,Trnava,3057691
Piešťany,Slovakia,Trnava,3058202
Hlohovec,Slovakia,Trnava,3060095
Galanta,Slovakia,Trnava,3060219
Dunajská Streda,Slovakia,Trnava,3060308
Alta,Norway,Troms og Finnmark,847633
Tromsø,Norway,Troms og Finnmark,3133895
Harstad,Norway,Troms og Finnmark,3153823
Valera,Venezuela,Trujillo,3625542
Trujillo,Venezuela,Trujillo,3625979
Pampanito,Venezuela,Trujillo,3630894
Pampán,Venezuela,Trujillo,3630896
Motatán,Venezuela,Trujillo,3631791
Escuque,Venezuela,Trujillo,3640956
Boconó,Venezuela,Trujillo,3648132
Trujillo Alto,Puerto Rico,Trujillo Alto,4568451
Trà Vinh,Vietnam,Trà Vinh,1563926
Trondheim,Norway,Trøndelag,3133880
Steinkjer,Norway,Trøndelag,3136947
Levanger,Norway,Trøndelag,3147698
Yangambi,Democratic Republic of the Congo,Tshopo,203717
Kisangani,Democratic Republic of the Congo,Tshopo,212730
Basoko,Democratic Republic of the Congo,Tshopo,219414
Boende,Democratic Republic of the Congo,Tshuapa,218680
Tsirang,Bhutan,Tsirang District,1252608
Tsuen Wan,Hong Kong,Tsuen Wan,1818209
Kwai Chung,Hong Kong,Tsuen Wan,1819595
Apia,Samoa,Tuamasaga,4035413
Yerba Buena,Argentina,Tucuman,3832260
Tafí Viejo,Argentina,Tucuman,3834813
San Miguel de Tucumán,Argentina,Tucuman,3836873
Monteros,Argentina,Tucuman,3843803
Famaillá,Argentina,Tucuman,3855666
Bella Vista,Argentina,Tucuman,3864375
Alderetes,Argentina,Tucuman,3866367
Aguilares,Argentina,Tucuman,3866496
Tuen Mun,Hong Kong,Tuen Mun,1818446
Tukums,Latvia,Tukums Municipality,454768
Yefremov,Russia,Tula Oblast,468390
Yasnogorsk,Russia,Tula Oblast,468671
Venëv,Russia,Tula Oblast,475881
Uzlovaya,Russia,Tula Oblast,477494
Tula,Russia,Tula Oblast,480562
Suvorov,Russia,Tula Oblast,485888
Shchëkino,Russia,Tula Oblast,495394
Severo-Zadonsk,Russia,Tula Oblast,496269
Plavsk,Russia,Tula Oblast,509052
Novomoskovsk,Russia,Tula Oblast,518557
Kosaya Gora,Russia,Tula Oblast,544293
Kireyevsk,Russia,Tula Oblast,548506
Kimovsk,Russia,Tula Oblast,548658
Donskoy,Russia,Tula Oblast,565290
Bogoroditsk,Russia,Tula Oblast,575591
Belëv,Russia,Tula Oblast,578091
Aleksin,Russia,Tula Oblast,582750
Tulcea,Romania,Tulcea,664518
Tumbes,Peru,Tumbes,3691148
Zarumilla,Peru,Tumbes,3818398
Tunapuna,Trinidad and Tobago,Tunapuna/Piarco,3573576
Paradise,Trinidad and Tobago,Tunapuna/Piarco,3573989
Tunceli,Turkey,Tunceli,298846
Pelileo,Ecuador,Tungurahua,3653287
Ambato,Ecuador,Tungurahua,3660689
Tunis,Tunisia,Tunis Governorate,2464470
Carthage,Tunisia,Tunis Governorate,2468245
La Goulette,Tunisia,Tunis Governorate,2470656
La Mohammedia,Tunisia,Tunis Governorate,2473499
Al Marsá,Tunisia,Tunis Governorate,2473540
Lodwar,Kenya,Turkana,189280
Viareggio,Italy,Tuscany,3164433
Siena,Italy,Tuscany,3166548
Sesto Fiorentino,Italy,Tuscany,3166601
Scandicci,Italy,Tuscany,3166988
